AFKS,D,20181219,000000,8.0120000,8.0400000,7.9510000,7.9850000,8522800
AFKS,D,20181220,000000,7.9800000,8.0200000,7.9050000,7.9700000,8350900
AFKS,D,20181221,000000,7.9540000,7.9880000,7.8900000,7.9030000,15704000
AFKS,D,20181224,000000,7.9050000,7.9600000,7.8190000,7.8250000,9894700
AFKS,D,20181225,000000,7.8230000,8.0480000,7.6750000,7.9710000,14844600
AFKS,D,20181226,000000,7.9990000,8.1010000,7.9000000,7.9550000,9954900
AFKS,D,20181227,000000,8.0240000,8.0860000,7.8410000,7.8410000,12890100
AFKS,D,20181228,000000,7.8850000,7.9980000,7.8610000,7.9910000,10203600
AFKS,D,20181229,000000,7.9900000,8.0440000,7.9250000,7.9990000,4506200
AFKS,D,20190103,000000,8.0010000,8.0490000,7.9610000,8.0430000,4068700
AFKS,D,20190104,000000,8.0410000,8.2400000,8.0220000,8.2400000,5784700
AFKS,D,20190108,000000,8.2450000,8.2700000,8.1600000,8.1820000,4753800
AFKS,D,20190109,000000,8.2070000,8.3480000,8.1840000,8.3010000,8995100
AFKS,D,20190110,000000,8.3020000,8.3550000,8.2000000,8.3260000,7497300
AFKS,D,20190111,000000,8.3190000,8.4650000,8.2700000,8.4420000,9623100
AFKS,D,20190114,000000,8.4000000,8.4770000,8.3570000,8.4400000,9140800
AFKS,D,20190115,000000,8.4690000,8.5690000,8.4160000,8.4910000,9363800
AFKS,D,20190116,000000,8.5000000,8.5000000,8.4020000,8.5000000,6442900
AFKS,D,20190117,000000,8.5020000,8.8800000,8.5020000,8.7530000,23273900
AFKS,D,20190118,000000,8.8070000,9.2360000,8.7570000,9.1000000,47000100
AFKS,D,20190121,000000,9.1020000,9.6890000,9.0350000,9.5100000,62970800
AFKS,D,20190122,000000,9.6000000,9.8440000,9.5000000,9.5550000,53525200
AFKS,D,20190123,000000,9.5250000,9.7000000,9.5010000,9.5470000,17140900
AFKS,D,20190124,000000,9.5400000,9.6190000,9.1570000,9.2550000,27408000
AFKS,D,20190125,000000,9.3290000,9.5990000,9.0240000,9.5350000,51204500
AFKS,D,20190128,000000,9.5590000,9.7380000,9.3950000,9.5050000,17500300
AFKS,D,20190129,000000,9.5170000,9.6280000,9.3620000,9.5490000,14889800
AFKS,D,20190130,000000,9.5550000,9.6120000,9.4620000,9.5500000,12047300
AFKS,D,20190131,000000,9.5960000,9.6500000,9.4980000,9.6100000,20020500
AFKS,D,20190201,000000,9.6090000,9.6280000,9.5020000,9.5320000,11886100
AFKS,D,20190204,000000,9.5320000,9.7130000,9.5110000,9.6370000,9698000
AFKS,D,20190205,000000,9.6330000,9.9680000,9.5070000,9.9500000,39469200
AFKS,D,20190206,000000,9.9600000,10.2800000,9.8800000,9.9000000,66266800
AFKS,D,20190207,000000,9.8920000,10.0500000,9.4040000,9.6400000,53815000
AFKS,D,20190208,000000,9.6080000,9.8430000,9.3150000,9.5400000,37490400
AFKS,D,20190211,000000,9.5390000,9.7990000,9.4750000,9.7000000,19725200
AFKS,D,20190212,000000,9.6820000,9.8360000,9.5720000,9.8100000,19934500
AFKS,D,20190213,000000,9.8550000,10.0180000,9.6500000,9.8000000,22476700
AFKS,D,20190214,000000,9.6580000,9.7220000,9.3460000,9.4180000,33446200
AFKS,D,20190215,000000,9.4200000,9.7190000,9.4190000,9.7050000,17707200
AFKS,D,20190218,000000,9.7500000,9.8000000,9.5200000,9.7010000,10823200
AFKS,D,20190219,000000,9.6970000,9.9500000,9.5640000,9.6500000,32600500
AFKS,D,20190220,000000,9.7050000,9.8390000,9.6710000,9.8050000,17107000
AFKS,D,20190221,000000,9.8000000,9.8910000,9.7290000,9.8020000,16287000
AFKS,D,20190222,000000,9.8050000,9.8700000,9.7160000,9.7400000,14165500
AFKS,D,20190225,000000,9.7660000,9.8360000,9.6400000,9.6850000,11348900
AFKS,D,20190226,000000,9.6700000,9.7700000,9.5800000,9.7700000,12531700
AFKS,D,20190227,000000,9.8000000,9.8000000,9.5700000,9.6400000,10219700
AFKS,D,20190228,000000,9.6390000,10.0280000,9.4850000,9.9190000,48563700
AFKS,D,20190301,000000,9.9430000,9.9430000,9.7730000,9.9010000,13591400
AFKS,D,20190304,000000,9.8670000,9.9500000,9.8530000,9.9000000,10249800
AFKS,D,20190305,000000,9.9400000,9.9900000,9.7600000,9.8350000,14556400
AFKS,D,20190306,000000,9.8570000,9.9160000,9.8000000,9.8920000,6287900
AFKS,D,20190307,000000,9.7120000,9.9500000,9.7000000,9.8300000,11295800
AFKS,D,20190311,000000,9.8090000,9.8790000,9.7560000,9.8120000,7430600
AFKS,D,20190312,000000,9.8410000,9.9400000,9.8280000,9.9100000,10483700
AFKS,D,20190313,000000,9.9100000,9.9200000,9.8310000,9.9100000,7628600
AFKS,D,20190314,000000,9.9090000,9.9100000,9.8500000,9.8500000,4674100
AFKS,D,20190315,000000,9.8640000,10.0000000,9.7910000,10.0000000,34512500
AFKS,D,20190318,000000,9.9440000,9.9780000,9.8000000,9.8500000,30470500
AFKS,D,20190319,000000,9.8950000,9.8950000,9.8300000,9.8450000,3169100
AFKS,D,20190320,000000,9.8820000,9.9060000,9.8510000,9.8600000,6092100
AFKS,D,20190321,000000,9.8960000,9.9170000,9.8000000,9.8000000,17875500
AFKS,D,20190322,000000,9.8370000,9.8630000,9.7800000,9.8000000,11962000
AFKS,D,20190325,000000,9.8290000,9.8290000,9.6710000,9.7230000,9119900
AFKS,D,20190326,000000,9.7230000,9.8500000,9.6860000,9.7700000,7155600
AFKS,D,20190327,000000,9.7950000,9.8290000,9.6910000,9.7150000,4930400
AFKS,D,20190328,000000,9.7010000,9.7420000,9.6200000,9.6890000,4557100
AFKS,D,20190329,000000,9.6890000,9.7000000,9.4720000,9.5420000,13896900
AFKS,D,20190401,000000,9.4440000,9.5330000,9.1760000,9.3430000,33312600
AFKS,D,20190402,000000,9.3490000,9.6000000,9.1800000,9.3100000,29351200
AFKS,D,20190403,000000,9.3600000,9.5110000,9.1820000,9.2560000,17150200
AFKS,D,20190404,000000,9.3290000,9.3290000,9.0080000,9.0970000,25912500
AFKS,D,20190405,000000,9.1000000,9.1790000,9.0500000,9.0600000,11493200
AFKS,D,20190408,000000,9.0940000,9.2500000,9.0490000,9.1700000,16180200
AFKS,D,20190409,000000,9.2440000,9.2700000,9.1310000,9.1460000,10012800
AFKS,D,20190410,000000,9.1340000,9.2370000,9.0390000,9.1850000,13171000
AFKS,D,20190411,000000,9.1850000,9.2280000,9.0080000,9.1200000,10610300
AFKS,D,20190412,000000,9.1200000,9.2430000,9.0930000,9.1350000,11132100
AFKS,D,20190415,000000,9.1500000,9.1670000,9.0280000,9.0300000,7270900
AFKS,D,20190416,000000,9.0870000,9.1000000,9.0210000,9.0790000,4993400
AFKS,D,20190417,000000,9.0770000,9.2160000,9.0760000,9.1380000,6710700
AFKS,D,20190418,000000,9.1340000,9.1730000,9.0810000,9.1070000,2760500
AFKS,D,20190419,000000,9.1380000,9.1610000,9.0700000,9.0890000,3485600
AFKS,D,20190422,000000,9.1040000,9.1300000,9.0500000,9.0730000,5180800
AFKS,D,20190423,000000,9.1000000,9.1450000,9.0510000,9.0600000,6119600
AFKS,D,20190424,000000,9.0910000,9.1030000,9.0320000,9.0790000,3756100
AFKS,D,20190425,000000,9.0790000,9.1200000,9.0160000,9.0430000,7541600
AFKS,D,20190426,000000,9.0410000,9.0530000,8.7690000,8.9030000,14820900
AFKS,D,20190429,000000,8.9300000,9.0000000,8.8910000,8.9010000,8842700
AFKS,D,20190430,000000,8.9010000,8.9590000,8.8050000,8.8210000,8681400
AFKS,D,20190502,000000,8.8740000,8.9380000,8.6490000,8.8310000,8293400
AFKS,D,20190503,000000,8.8800000,8.9400000,8.8160000,8.8500000,10293300
AFKS,D,20190506,000000,8.7900000,8.8990000,8.7690000,8.8410000,4838400
AFKS,D,20190507,000000,8.8810000,8.8810000,8.7110000,8.7440000,9291000
AFKS,D,20190508,000000,8.7640000,8.7640000,8.6360000,8.6640000,8204300
AFKS,D,20190510,000000,8.6700000,8.7220000,8.5100000,8.5660000,5525700
AFKS,D,20190513,000000,8.5660000,8.5930000,8.4600000,8.4600000,9476700
AFKS,D,20190514,000000,8.5090000,8.7740000,8.4690000,8.5480000,15001900
AFKS,D,20190515,000000,8.5980000,8.8340000,8.5900000,8.6820000,14972200
AFKS,D,20190516,000000,8.7660000,8.8710000,8.6230000,8.7790000,10524900
AFKS,D,20190517,000000,8.7750000,8.8440000,8.6200000,8.8400000,5510100
AFKS,D,20190520,000000,8.8070000,8.8400000,8.7200000,8.8290000,4389700
AFKS,D,20190521,000000,8.8380000,8.8380000,8.7590000,8.7860000,4301100
AFKS,D,20190522,000000,8.7770000,9.0180000,8.7370000,8.9620000,12583000
AFKS,D,20190523,000000,8.9880000,9.3500000,8.9290000,9.1700000,24307900
AFKS,D,20190524,000000,9.1730000,9.2470000,9.0640000,9.2000000,14986900
AFKS,D,20190527,000000,9.2010000,9.3490000,9.1520000,9.2410000,11956300
AFKS,D,20190528,000000,9.2010000,9.3000000,9.1280000,9.2160000,17485700
AFKS,D,20190529,000000,9.1990000,9.2500000,9.1320000,9.1950000,5956300
AFKS,D,20190530,000000,9.2010000,9.2500000,9.1400000,9.1900000,5150500
AFKS,D,20190531,000000,9.1690000,9.1800000,9.0170000,9.0200000,8452300
AFKS,D,20190603,000000,9.0280000,9.1900000,9.0000000,9.1450000,17587800
AFKS,D,20190604,000000,9.1500000,9.2900000,9.1260000,9.1830000,21792500
AFKS,D,20190605,000000,9.2150000,9.2490000,9.0300000,9.1000000,10856800
AFKS,D,20190606,000000,9.1340000,9.2880000,9.1340000,9.2580000,11087300
AFKS,D,20190607,000000,9.2410000,9.2980000,9.1870000,9.2300000,8982700
AFKS,D,20190610,000000,9.2650000,9.3470000,9.2320000,9.2350000,6778500
AFKS,D,20190611,000000,9.2330000,9.4000000,9.1890000,9.3000000,18368000
AFKS,D,20190613,000000,9.2930000,9.3890000,9.2140000,9.3500000,9434600
AFKS,D,20190614,000000,9.3500000,9.3990000,9.2400000,9.2810000,8024100
AFKS,D,20190617,000000,9.2940000,9.4000000,9.2810000,9.3900000,14866800
AFKS,D,20190618,000000,9.3950000,9.7500000,9.3150000,9.6800000,36882000
AFKS,D,20190619,000000,9.6800000,9.8000000,9.6150000,9.7000000,12709700
AFKS,D,20190620,000000,9.7070000,9.7900000,9.5400000,9.6550000,15767300
AFKS,D,20190621,000000,9.6400000,9.6750000,9.4200000,9.4200000,23391900
AFKS,D,20190624,000000,9.4480000,9.6000000,9.4480000,9.5850000,10284300
AFKS,D,20190625,000000,9.5800000,9.5940000,9.4650000,9.5250000,10521800
AFKS,D,20190626,000000,9.5250000,9.5980000,9.4730000,9.5500000,10556000
AFKS,D,20190627,000000,9.5500000,9.7940000,9.5390000,9.7400000,25111800
AFKS,D,20190628,000000,9.7460000,9.9760000,9.7280000,9.8730000,37153600
AFKS,D,20190701,000000,9.8990000,10.1850000,9.8990000,10.1750000,37289500
AFKS,D,20190702,000000,10.1980000,10.7000000,10.1760000,10.5260000,60611100
AFKS,D,20190703,000000,10.5760000,10.9860000,10.5680000,10.9010000,61567300
AFKS,D,20190704,000000,10.9620000,11.7800000,10.9510000,11.5200000,120678400
AFKS,D,20190705,000000,11.5600000,12.0970000,10.9570000,11.4000000,143745700
AFKS,D,20190708,000000,11.5720000,11.7480000,11.2580000,11.6210000,40228400
AFKS,D,20190709,000000,11.6700000,11.7000000,11.3400000,11.5900000,34297400
AFKS,D,20190710,000000,11.5290000,11.9470000,11.4550000,11.9000000,34863700
AFKS,D,20190711,000000,11.9550000,12.1110000,11.6100000,11.9000000,33274400
AFKS,D,20190712,000000,11.8890000,11.9100000,11.5110000,11.8300000,24135000
AFKS,D,20190715,000000,11.8980000,11.9630000,11.7640000,11.9010000,24287100
AFKS,D,20190716,000000,11.9070000,11.9520000,11.5710000,11.5710000,16300200
AFKS,D,20190717,000000,11.5100000,11.7980000,11.3900000,11.6240000,15294200
AFKS,D,20190718,000000,11.6330000,11.7390000,11.5320000,11.6600000,11051400
AFKS,D,20190719,000000,11.6600000,11.8810000,11.6250000,11.8200000,9857300
AFKS,D,20190722,000000,11.8880000,11.9240000,11.7210000,11.7300000,9620300
AFKS,D,20190723,000000,11.8420000,11.8860000,11.6540000,11.7160000,7771900
AFKS,D,20190724,000000,11.7230000,11.7790000,11.6520000,11.6990000,6198100
AFKS,D,20190725,000000,11.8740000,11.8740000,11.6550000,11.6950000,5978400
AFKS,D,20190726,000000,11.7470000,11.7600000,11.4100000,11.7140000,15127400
AFKS,D,20190729,000000,11.7490000,11.8940000,11.7310000,11.8870000,11782400
AFKS,D,20190730,000000,11.8880000,11.9450000,11.7520000,11.8750000,10972800
AFKS,D,20190731,000000,11.9360000,12.3950000,11.8510000,12.0880000,62915500
AFKS,D,20190801,000000,12.0250000,12.3120000,11.9610000,12.1290000,16893300
AFKS,D,20190802,000000,11.9300000,12.0570000,11.7380000,11.7800000,25801300
AFKS,D,20190805,000000,11.7050000,11.8680000,11.6330000,11.7460000,10920000
AFKS,D,20190806,000000,11.7630000,11.8950000,11.7350000,11.8000000,6713200
AFKS,D,20190807,000000,11.7990000,12.1200000,11.7600000,11.8700000,11968900
AFKS,D,20190808,000000,12.0800000,12.0800000,11.8800000,11.9340000,3970600
AFKS,D,20190809,000000,11.9010000,11.9350000,11.8050000,11.8050000,4001400
AFKS,D,20190812,000000,11.8690000,11.9650000,11.7410000,11.8040000,8528000
AFKS,D,20190813,000000,11.7730000,11.7740000,11.4510000,11.5140000,24347500
AFKS,D,20190814,000000,11.5600000,11.6970000,10.9040000,11.0000000,26832300
AFKS,D,20190815,000000,11.1410000,11.1890000,10.7060000,10.8020000,25198400
AFKS,D,20190816,000000,10.9490000,11.1460000,10.4140000,10.5000000,24680800
AFKS,D,20190819,000000,10.6270000,10.8870000,10.5600000,10.8000000,14982100
AFKS,D,20190820,000000,10.8380000,10.9960000,10.7630000,10.8670000,14478300
AFKS,D,20190821,000000,10.8510000,11.1800000,10.8000000,11.1650000,13002300
AFKS,D,20190822,000000,11.1650000,11.4890000,11.1650000,11.4000000,26846800
AFKS,D,20190823,000000,11.4670000,11.5860000,11.0810000,11.1860000,20631900
AFKS,D,20190826,000000,11.0870000,11.4440000,10.9710000,11.2900000,10919500
AFKS,D,20190827,000000,11.3380000,11.4870000,11.2920000,11.4480000,13853100
AFKS,D,20190828,000000,11.4400000,11.4800000,11.2860000,11.4300000,7569900
AFKS,D,20190829,000000,11.4300000,11.6800000,11.3700000,11.5790000,17523600
AFKS,D,20190830,000000,11.5800000,11.6780000,11.5040000,11.6300000,12092300
AFKS,D,20190902,000000,11.6400000,11.7410000,11.4320000,11.5540000,13460100
AFKS,D,20190903,000000,11.5560000,11.6710000,11.4070000,11.6290000,15038100
AFKS,D,20190904,000000,11.7100000,11.8420000,11.6300000,11.8420000,21851600
AFKS,D,20190905,000000,11.8500000,12.3330000,11.8400000,12.2700000,54410200
AFKS,D,20190906,000000,12.2320000,12.6500000,12.2320000,12.4160000,32301600
AFKS,D,20190909,000000,12.5880000,12.6420000,12.2060000,12.2470000,24565600
AFKS,D,20190910,000000,12.2500000,12.3990000,12.0070000,12.3140000,18379500
AFKS,D,20190911,000000,12.3490000,12.5000000,12.3000000,12.4560000,19976800
AFKS,D,20190912,000000,12.4620000,12.4980000,12.2210000,12.3500000,19834400
AFKS,D,20190913,000000,12.3420000,12.6500000,12.3310000,12.5080000,28442100
AFKS,D,20190916,000000,12.5120000,12.6590000,12.3540000,12.4480000,17509800
AFKS,D,20190917,000000,13.0730000,13.6460000,12.7560000,12.8590000,148738200
AFKS,D,20190918,000000,12.9000000,12.9920000,12.8000000,12.9110000,21216300
AFKS,D,20190919,000000,12.9200000,12.9600000,12.4550000,12.5000000,39056000
AFKS,D,20190920,000000,12.5420000,12.7500000,12.4600000,12.6060000,26734900
AFKS,D,20190923,000000,12.6000000,12.6980000,12.4640000,12.6820000,13240100
AFKS,D,20190924,000000,12.7020000,12.9930000,12.6500000,12.8240000,26764300
AFKS,D,20190925,000000,12.8150000,12.9910000,12.5510000,12.8800000,27760000
AFKS,D,20190926,000000,12.9470000,12.9470000,12.8100000,12.8560000,10357700
AFKS,D,20190927,000000,12.8450000,12.9330000,12.7210000,12.9050000,10778800
AFKS,D,20190930,000000,12.8400000,12.9490000,12.6800000,12.6800000,12041000
AFKS,D,20191001,000000,12.7000000,12.8590000,12.6300000,12.6500000,14875200
AFKS,D,20191002,000000,12.6980000,12.7350000,12.2310000,12.2920000,24244800
AFKS,D,20191003,000000,12.2900000,12.2960000,12.1000000,12.2500000,15064700
AFKS,D,20191004,000000,12.3000000,12.4560000,12.1600000,12.2100000,17280100
AFKS,D,20191007,000000,12.3620000,12.4000000,12.2210000,12.3380000,12844900
AFKS,D,20191008,000000,12.2800000,12.4730000,12.2800000,12.4100000,8504300
AFKS,D,20191009,000000,12.3990000,12.6580000,12.3720000,12.6580000,19826000
AFKS,D,20191010,000000,12.6350000,12.7720000,12.5200000,12.6340000,13544500
AFKS,D,20191011,000000,12.6220000,12.6270000,12.3570000,12.4790000,21743600
AFKS,D,20191014,000000,12.4830000,12.6000000,12.4120000,12.5620000,13869000
AFKS,D,20191015,000000,12.8500000,12.9080000,12.7070000,12.8250000,31234500
AFKS,D,20191016,000000,12.8950000,12.9790000,12.8010000,12.8700000,15772900
AFKS,D,20191017,000000,12.9090000,13.2390000,12.8340000,13.2280000,24581600
AFKS,D,20191018,000000,13.2270000,13.6230000,13.1610000,13.4930000,49999000
AFKS,D,20191021,000000,13.5000000,13.7600000,13.4520000,13.6390000,22318600
AFKS,D,20191022,000000,13.6370000,14.0000000,13.6230000,13.9700000,42493600
AFKS,D,20191023,000000,13.9710000,14.0690000,13.8590000,13.9850000,28356400
AFKS,D,20191024,000000,13.9410000,14.0470000,13.6820000,13.7200000,35013500
AFKS,D,20191025,000000,13.7200000,13.9170000,13.1200000,13.6490000,40503500
AFKS,D,20191028,000000,13.7510000,13.9700000,13.7000000,13.9290000,36773800
AFKS,D,20191029,000000,13.9230000,14.3780000,13.8560000,14.3520000,33855300
AFKS,D,20191030,000000,14.3750000,14.4960000,14.2520000,14.3990000,33749100
AFKS,D,20191031,000000,14.3770000,14.7640000,13.9060000,14.5680000,32746600
AFKS,D,20191101,000000,14.6860000,14.7300000,14.4000000,14.6400000,17542200
AFKS,D,20191105,000000,14.7300000,14.9950000,14.6760000,14.9780000,22495200
AFKS,D,20191106,000000,14.9920000,15.0000000,14.8060000,14.9200000,18604800
AFKS,D,20191107,000000,14.8930000,14.9850000,14.8310000,14.8730000,18601800
AFKS,D,20191108,000000,14.8250000,14.8900000,14.3400000,14.8880000,19527100
AFKS,D,20191111,000000,14.8880000,14.9100000,14.6550000,14.8230000,13625000
AFKS,D,20191112,000000,14.8490000,14.9400000,14.8390000,14.9000000,12422600
AFKS,D,20191113,000000,14.8530000,15.0890000,14.8530000,15.0500000,24848500
AFKS,D,20191114,000000,15.0500000,15.0900000,14.9500000,15.0150000,13139900
AFKS,D,20191115,000000,15.1410000,15.3900000,15.0760000,15.2570000,29424600
AFKS,D,20191118,000000,15.2410000,15.4950000,15.2410000,15.4880000,29876200
AFKS,D,20191119,000000,15.5090000,16.3250000,15.3810000,16.1800000,77590600
AFKS,D,20191120,000000,16.1460000,16.5000000,15.9350000,16.1700000,50518600
AFKS,D,20191121,000000,16.1700000,16.1700000,15.6500000,15.9950000,39740300
AFKS,D,20191122,000000,15.9930000,16.2940000,15.9330000,16.1200000,18708500
AFKS,D,20191125,000000,16.2650000,16.2850000,15.9250000,16.0000000,20732400
AFKS,D,20191126,000000,16.0600000,16.1450000,15.9020000,16.0850000,24570000
AFKS,D,20191127,000000,16.0300000,16.2400000,15.3020000,15.3500000,53150500
AFKS,D,20191128,000000,15.3610000,15.3610000,14.8500000,15.1700000,47674100
AFKS,D,20191129,000000,15.1590000,15.1680000,14.8550000,15.0000000,29548300
AFKS,D,20191202,000000,15.0000000,15.6100000,14.9750000,15.4490000,33903600
AFKS,D,20191203,000000,15.3370000,15.4980000,15.0150000,15.1500000,29574000
AFKS,D,20191204,000000,15.1500000,15.5500000,15.0100000,15.5500000,23190100
AFKS,D,20191205,000000,15.4640000,15.7500000,15.1600000,15.2900000,24619700
AFKS,D,20191206,000000,15.2900000,15.4370000,15.1220000,15.3720000,14473800
AFKS,D,20191209,000000,15.4830000,15.4830000,15.1600000,15.1820000,15706800
AFKS,D,20191210,000000,15.1710000,15.3580000,14.9050000,15.0390000,26114700
AFKS,D,20191211,000000,15.0350000,15.1870000,14.9350000,15.0000000,15463400
AFKS,D,20191212,000000,15.0490000,15.2800000,14.9730000,15.0100000,24283200
AFKS,D,20191213,000000,15.1200000,15.1850000,15.0130000,15.0150000,12675500
AFKS,D,20191216,000000,15.0830000,15.1500000,15.0200000,15.1500000,16540200
AFKS,D,20191217,000000,15.1680000,15.2700000,15.1210000,15.2000000,15802800
AFKS,D,20191218,000000,15.2000000,15.3000000,15.0150000,15.0550000,20567000
AFKS,D,20191219,000000,15.0680000,15.1090000,14.9500000,15.0000000,22052100
AFKS,D,20191220,000000,15.0510000,15.0870000,14.9500000,14.9720000,30508400
AFKS,D,20191223,000000,15.0310000,15.0660000,14.9560000,15.0290000,11796100
AFKS,D,20191224,000000,15.0370000,15.0650000,14.9850000,14.9910000,10952200
AFKS,D,20191225,000000,14.9910000,15.0470000,14.9810000,15.0010000,5892600
AFKS,D,20191226,000000,15.0460000,15.0460000,14.9830000,15.0420000,5858100
AFKS,D,20191227,000000,15.0500000,15.2370000,15.0060000,15.1500000,13460200
AFKS,D,20191230,000000,15.1500000,15.3500000,15.1060000,15.2360000,12536300
AFKS,D,20200103,000000,15.2520000,15.3770000,15.0680000,15.1340000,10376300
AFKS,D,20200106,000000,15.0800000,15.3000000,15.0200000,15.0390000,8177900
AFKS,D,20200108,000000,15.0390000,15.0940000,14.9910000,15.0940000,10581500
AFKS,D,20200109,000000,15.1200000,15.1500000,14.9000000,15.0750000,21898800
AFKS,D,20200110,000000,15.1350000,15.1470000,15.0160000,15.0470000,8995500
AFKS,D,20200113,000000,15.0470000,15.2350000,15.0470000,15.1400000,14201100
AFKS,D,20200114,000000,15.1440000,16.0700000,15.0700000,15.6250000,57508700
AFKS,D,20200115,000000,15.5900000,16.0620000,15.1230000,15.6000000,54376000
AFKS,D,20200116,000000,15.6100000,15.8800000,15.5520000,15.7240000,27817400
AFKS,D,20200117,000000,15.7290000,16.3510000,15.5840000,16.0700000,48048600
AFKS,D,20200120,000000,16.1460000,16.4560000,16.1020000,16.2560000,28868500
AFKS,D,20200121,000000,16.1850000,16.2010000,15.7000000,16.1120000,28294400
AFKS,D,20200122,000000,16.1300000,16.9810000,15.9610000,16.9400000,62314700
AFKS,D,20200123,000000,16.8510000,17.9800000,16.5020000,17.7700000,128925700
AFKS,D,20200124,000000,17.8640000,18.2620000,17.4000000,18.0400000,78126900
AFKS,D,20200127,000000,17.7740000,17.9110000,17.1050000,17.4800000,48076900
AFKS,D,20200128,000000,17.5000000,18.2000000,17.5000000,17.9800000,43566000
AFKS,D,20200129,000000,18.1790000,18.1790000,17.8420000,17.9350000,26384000
AFKS,D,20200130,000000,17.8320000,18.1850000,17.5190000,18.1210000,35077800
AFKS,D,20200131,000000,18.1990000,18.6600000,18.1520000,18.3170000,35096200
AFKS,D,20200203,000000,18.1990000,18.4440000,17.8410000,18.4000000,25090400
AFKS,D,20200204,000000,18.4750000,18.6620000,18.4000000,18.6620000,23490800
AFKS,D,20200205,000000,18.6000000,18.7580000,18.3210000,18.5700000,28258800
AFKS,D,20200206,000000,18.5700000,18.6500000,18.3100000,18.4860000,14667100
AFKS,D,20200207,000000,18.4800000,18.5860000,18.2920000,18.4430000,11351100
AFKS,D,20200210,000000,18.4400000,18.4430000,18.0500000,18.1700000,13129400
AFKS,D,20200211,000000,18.2450000,18.8670000,18.1990000,18.8090000,28047300
AFKS,D,20200212,000000,18.9000000,18.9100000,18.5750000,18.7820000,12258600
AFKS,D,20200213,000000,18.7420000,19.4760000,18.6850000,19.3970000,37580100
AFKS,D,20200214,000000,19.4420000,19.7700000,18.8360000,18.9980000,37643100
AFKS,D,20200217,000000,19.0170000,19.4300000,19.0060000,19.1750000,10292600
AFKS,D,20200218,000000,19.1580000,19.3960000,18.6020000,18.8500000,19304300
AFKS,D,20200219,000000,18.8990000,18.9800000,17.9130000,18.7000000,62806900
AFKS,D,20200220,000000,18.7020000,18.9820000,18.4000000,18.6150000,17740000
AFKS,D,20200221,000000,18.4760000,18.5940000,18.3530000,18.4800000,10343700
AFKS,D,20200225,000000,18.1990000,18.5810000,17.8260000,17.9310000,24012100
AFKS,D,20200226,000000,17.5730000,18.2500000,17.0530000,18.0400000,36853300
AFKS,D,20200227,000000,17.6580000,18.0580000,17.2000000,17.2610000,25823800
AFKS,D,20200228,000000,16.9360000,16.9390000,15.6500000,16.0350000,51837700
AFKS,D,20200302,000000,16.8000000,17.5040000,16.0550000,16.5480000,75734500
AFKS,D,20200303,000000,17.1000000,17.2400000,16.1210000,16.5000000,48697300
AFKS,D,20200304,000000,16.3950000,16.4640000,15.7600000,16.0460000,39422100
AFKS,D,20200305,000000,16.3200000,16.3990000,15.6580000,15.6580000,43680300
AFKS,D,20200306,000000,15.3440000,15.5670000,14.7700000,14.9820000,52927400
AFKS,D,20200310,000000,13.4400000,14.5850000,12.5000000,13.6400000,75441800
AFKS,D,20200311,000000,13.7880000,14.2360000,12.6500000,12.8550000,57847200
AFKS,D,20200312,000000,12.3000000,12.3630000,11.2400000,11.2500000,95129000
AFKS,D,20200313,000000,11.2440000,12.4710000,10.5500000,11.4740000,98113000
AFKS,D,20200316,000000,11.1500000,11.4890000,10.6010000,11.2800000,62080200
AFKS,D,20200317,000000,11.4020000,11.9920000,10.6800000,11.1300000,67527700
AFKS,D,20200318,000000,11.0410000,12.0000000,10.3540000,10.7890000,80215600
AFKS,D,20200319,000000,11.0510000,12.1950000,10.7800000,12.0550000,91962600
AFKS,D,20200320,000000,12.5500000,13.4980000,12.3140000,12.4800000,98919400
AFKS,D,20200323,000000,11.8790000,12.3800000,11.7620000,11.8600000,55288100
AFKS,D,20200324,000000,12.5290000,12.9000000,12.1310000,12.5000000,69446200
AFKS,D,20200325,000000,12.9000000,13.4760000,12.0890000,12.6770000,90614500
AFKS,D,20200326,000000,12.5000000,12.6550000,12.1200000,12.3000000,66260800
AFKS,D,20200327,000000,12.4210000,12.7480000,11.9310000,12.1600000,63357800
AFKS,D,20200330,000000,11.8500000,12.4500000,11.8370000,12.3730000,52522500
AFKS,D,20200331,000000,12.5900000,13.1850000,12.4840000,13.1150000,72095600
AFKS,D,20200401,000000,12.8520000,13.0970000,12.5290000,12.9300000,37693000
AFKS,D,20200402,000000,13.2400000,13.4030000,12.6610000,13.0100000,57524300
AFKS,D,20200403,000000,13.0740000,13.4750000,12.9440000,13.3040000,52879200
AFKS,D,20200406,000000,13.5000000,13.9700000,13.4500000,13.9500000,57296600
AFKS,D,20200407,000000,14.1350000,14.7790000,13.6850000,13.9600000,103329700
AFKS,D,20200408,000000,13.8500000,14.4100000,13.6700000,14.1600000,48849900
AFKS,D,20200409,000000,14.2560000,14.6700000,13.7500000,14.1200000,91466900
AFKS,D,20200410,000000,14.1430000,14.3500000,13.9090000,14.3300000,20044800
AFKS,D,20200413,000000,14.4000000,14.4440000,13.8000000,14.0510000,27842700
AFKS,D,20200414,000000,14.1280000,14.2760000,13.8030000,13.8290000,36759600
AFKS,D,20200415,000000,13.8150000,13.8280000,13.1100000,13.1700000,70833700
AFKS,D,20200416,000000,13.2200000,13.4480000,12.8650000,13.0000000,68021200
